ENTRY,NAME,DEFINITION,EQUATION,ENZYME,BRITE,RHEA,COMMENT,RCLASS,PATHWAY,ORTHOLOGY,MODULE,REMARK,REFERENCE
R03228,16alpha-hydroxysteroid 16-epimerase,16alpha-Hydroxysteroid <=> 16beta-Hydroxysteroid,C01090 <=> C03050,5.1.99.2,Enzymatic reactions [BR:br08201]/// 5. Isomerase reactions///  5.1  Racemases and epimerases///   5.1.99  Acting on other compounds///    5.1.99.2///     R03228  16alpha-Hydroxysteroid <=> 16beta-Hydroxysteroid,15832,general reaction,RC00886  C01090_C03050,,,,,
R03229,S-adenosyl-L-methionine:11-O-demethyl-17-O-deacetylvindoline 11-O-methyltransferase,S-Adenosyl-L-methionine + 11-O-Demethyl-17-O-deacetylvindoline <=> S-Adenosyl-L-homocysteine + Deacetylvindoline,C00019 + C04318 <=> C00021 + C01091,2.1.1.94,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.1  Transferring one-carbon groups///   2.1.1  Methyltransferases///    2.1.1.94///     R03229  S-Adenosyl-L-methionine + 11-O-Demethyl-17-O-deacetylvindoline <=> S-Adenosyl-L-homocysteine + Deacetylvindoline,,,RC00003  C00019_C00021///RC00392  C01091_C04318,,,,,
R03230,acetyl-CoA:17-O-deacetylvindoline 17-O-acetyltransferase,Acetyl-CoA + Deacetylvindoline <=> CoA + Vindoline,C00024 + C01091 <=> C00010 + C01626,2.3.1.107,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.3  Acyltransferases///   2.3.1  Transferring groups other than aminoacyl groups///    2.3.1.107///     R03230  Acetyl-CoA + Deacetylvindoline <=> CoA + Vindoline,24499,,RC00004  C00010_C00024///RC00055  C01091_C01626,rn00901: Indole alkaloid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites,deacetylvindoline O-acetyltransferase [EC:2.3.1.107],"Vinblastine biosynthesis, geissoschizine => vinblastine",,
R03231,S-adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase,"S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate <=> S-Adenosyl-4-methylthio-2-oxobutanoate + 7,8-Diaminononanoate",C00019 + C01092 <=> C04425 + C01037,2.6.1.62,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.6  Transferring nitrogenous groups///   2.6.1  Transaminases///    2.6.1.62///     R03231  S-Adenosyl-L-methionine + 8-Amino-7-oxononanoate <=> S-Adenosyl-4-methylthio-2-oxobutanoate + 7,8-Diaminononanoate",16864,,RC00006  C00019_C04425///RC00887  C01037_C01092,rn00780: Biotin metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors,adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]///bifunctional dethiobiotin synthetase / adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:6.3.3.3 2.6.1.62],"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin///Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",,
R03232,protein-N(pi)-phosphohistidine:D-fructose 1-phosphotransferase,Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate,C04261 + C00095 <=> C00615 + C01094,2.7.1.202,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.1  Phosphotransferases with an alcohol group as acceptor///    2.7.1.202///     R03232  Protein N(pi)-phospho-L-histidine + D-Fructose <=> Protein histidine + D-Fructose 1-phosphate,49255,,RC00017  C00095_C01094///RC03206  C00615_C04261,rn00051: Fructose and mannose metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments,fructose PTS system EIIA component [EC:2.7.1.202]///fructose PTS system EIIB component [EC:2.7.1.202]///fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]///fructose PTS system EIID component///fructose PTS system EIIA component [EC:2.7.1.202]///fructose PTS system EIIB component [EC:2.7.1.202]///fructose PTS system EIIC component,,,
R03234,,Sorbitol 6-phosphate + NADP+ <=> Sorbose 1-phosphate + NADPH + H+,C01096 + C00006 <=> C02888 + C00005 + C00080,1.1.1.-,Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.1  Acting on the CH-OH group of donors///   1.1.1  With NAD+ or NADP+ as acceptor///    1.1.1.-///     R03234  Sorbitol 6-phosphate + NADP+ <=> Sorbose 1-phosphate + NADPH + H+,,,RC00001  C00005_C00006///RC00089  C01096_C02888,rn00051: Fructose and mannose metabolism///rn01100: Metabolic pathways,L-sorbose 1-phosphate reductase [EC:1.1.1.-],,,
R03236,ATP:D-tagatose-6-phosphate 1-phosphotransferase,"D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP",C01097 + C00002 <=> C03785 + C00008,2.7.1.11///2.7.1.56///2.7.1.144,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.1  Phosphotransferases with an alcohol group as acceptor///    2.7.1.11///     R03236  D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP///    2.7.1.56///     R03236  D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP///    2.7.1.144///     R03236  D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP",12423,,RC00002  C00002_C00008///RC00017  C01097_C03785,rn00052: Galactose metabolism///rn01100: Metabolic pathways,6-phosphofructokinase 1 [EC:2.7.1.11]///tagatose 6-phosphate kinase [EC:2.7.1.144]///6-phosphofructokinase 2 [EC:2.7.1.11]///ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],,,
R03237,CTP:D-tagatose 6-phosphate 1-phosphotransferase,"CTP + D-Tagatose 6-phosphate <=> CDP + D-Tagatose 1,6-bisphosphate",C00063 + C01097 <=> C00112 + C03785,2.7.1.11,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.1  Phosphotransferases with an alcohol group as acceptor///    2.7.1.11///     R03237  CTP + D-Tagatose 6-phosphate <=> CDP + D-Tagatose 1,6-bisphosphate",,,RC00002  C00063_C00112///RC00017  C01097_C03785,rn00052: Galactose metabolism///rn01100: Metabolic pathways,6-phosphofructokinase 1 [EC:2.7.1.11]///6-phosphofructokinase 2 [EC:2.7.1.11],,,
R03238,UTP:D-tagatose 6-phosphate 1-phosphotransferase,"UTP + D-Tagatose 6-phosphate <=> UDP + D-Tagatose 1,6-bisphosphate",C00075 + C01097 <=> C00015 + C03785,2.7.1.11,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.1  Phosphotransferases with an alcohol group as acceptor///    2.7.1.11///     R03238  UTP + D-Tagatose 6-phosphate <=> UDP + D-Tagatose 1,6-bisphosphate",,,RC00002  C00015_C00075///RC00017  C01097_C03785,rn00052: Galactose metabolism///rn01100: Metabolic pathways,6-phosphofructokinase 1 [EC:2.7.1.11]///6-phosphofructokinase 2 [EC:2.7.1.11],,,
R03239,ITP:D-tagatose 6-phosphate 1-phosphotransferase,"ITP + D-Tagatose 6-phosphate <=> IDP + D-Tagatose 1,6-bisphosphate",C00081 + C01097 <=> C00104 + C03785,2.7.1.11,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.1  Phosphotransferases with an alcohol group as acceptor///    2.7.1.11///     R03239  ITP + D-Tagatose 6-phosphate <=> IDP + D-Tagatose 1,6-bisphosphate",,,RC00002  C00081_C00104///RC00017  C01097_C03785,rn00052: Galactose metabolism///rn01100: Metabolic pathways,6-phosphofructokinase 1 [EC:2.7.1.11]///6-phosphofructokinase 2 [EC:2.7.1.11],,,
R03240,D-galactose 6-phosphate ketol-isomerase,D-Galactose 6-phosphate <=> D-Tagatose 6-phosphate,C01113 <=> C01097,5.3.1.26,"Enzymatic reactions [BR:br08201]/// 5. Isomerase reactions///  5.3  Intramolecular oxidoreductases///   5.3.1  Interconverting aldoses and ketoses, and related compounds///    5.3.1.26///     R03240  D-Galactose 6-phosphate <=> D-Tagatose 6-phosphate",13036,,RC00376  C01097_C01113,rn00052: Galactose metabolism///rn01100: Metabolic pathways,galactose-6-phosphate isomerase [EC:5.3.1.26],,,
R03241,ATP:L-fuculose 1-phosphotransferase,ATP + L-Fuculose <=> ADP + L-Fuculose 1-phosphate,C00002 + C01721 <=> C00008 + C01099,2.7.1.51,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.1  Phosphotransferases with an alcohol group as acceptor///    2.7.1.51///     R03241  ATP + L-Fuculose <=> ADP + L-Fuculose 1-phosphate,12379,,RC00002  C00002_C00008///RC00017  C01099_C01721,rn00051: Fructose and mannose metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments,L-fuculokinase [EC:2.7.1.51],,,
R03243,5-amino-2-oxopentanoate:2-oxoglutarate aminotransferase,L-Histidinol phosphate + 2-Oxoglutarate <=> 3-(Imidazol-4-yl)-2-oxopropyl phosphate + L-Glutamate,C01100 + C00026 <=> C01267 + C00025,2.6.1.9,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.6  Transferring nitrogenous groups///   2.6.1  Transaminases///    2.6.1.9///     R03243  L-Histidinol phosphate + 2-Oxoglutarate <=> 3-(Imidazol-4-yl)-2-oxopropyl phosphate + L-Glutamate,23747,,RC00006  C00025_C00026///RC00888  C01100_C01267,rn00340: Histidine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01230: Biosynthesis of amino acids,histidinol-phosphate aminotransferase [EC:2.6.1.9],"Histidine biosynthesis, PRPP => histidine",,
R03244,L-ribulose-5-phosphate 3-epimerase;///L-xylulose 5-phosphate 3-epimerase,L-Ribulose 5-phosphate <=> L-Xylulose 5-phosphate,C01101 <=> C03291,5.1.3.22,Enzymatic reactions [BR:br08201]/// 5. Isomerase reactions///  5.1  Racemases and epimerases///   5.1.3  Acting on carbohydrates and derivatives///    5.1.3.22///     R03244  L-Ribulose 5-phosphate <=> L-Xylulose 5-phosphate,18500,,RC00540  C01101_C03291,rn00040: Pentose and glucuronate interconversions///rn00053: Ascorbate and aldarate metabolism///rn01100: Metabolic pathways///rn01120: Microbial metabolism in diverse environments,L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22],"Ascorbate degradation, ascorbate => D-xylulose-5P",,1  [PMID:11741871]
R03245,ATP:(R)-5-phosphomevalonate phosphotransferase,ATP + (R)-5-Phosphomevalonate <=> ADP + (R)-5-Diphosphomevalonate,C00002 + C01107 <=> C00008 + C01143,2.7.4.2,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.4  Phosphotransferases with a phosphate group as acceptor///    2.7.4.2///     R03245  ATP + (R)-5-Phosphomevalonate <=> ADP + (R)-5-Diphosphomevalonate,16344,,RC00002  C00002_C00008  C01107_C01143,rn00900: Terpenoid backbone biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites,phosphomevalonate kinase [EC:2.7.4.2]///phosphomevalonate kinase [EC:2.7.4.2],"C5 isoprenoid biosynthesis, mevalonate pathway",,
R03246,"1,2,3-trihydroxybenzene:oxygen 1,2-oxidoreductase (decyclizing)","1,2,3-Trihydroxybenzene + Oxygen <=> gamma-Oxalocrotonate",C01108 + C00007 <=> C03453,1.13.11.35,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)///   1.13.11  With incorporation of two atoms of oxygen///    1.13.11.35///     R03246  1,2,3-Trihydroxybenzene + Oxygen <=> gamma-Oxalocrotonate",19676,,RC00889  C01108_C03453,,,,,
R03247,gallate carboxy-lyase,"Gallate <=> 1,2,3-Trihydroxybenzene + CO2",C01424 <=> C01108 + C00011,4.1.1.59,"Enzymatic reactions [BR:br08201]/// 4. Lyase reactions///  4.1  Carbon-carbon lyases///   4.1.1  Carboxy-lyases///    4.1.1.59///     R03247  Gallate <=> 1,2,3-Trihydroxybenzene + CO2",12752,,RC00391  C01108_C01424,rn00627: Aminobenzoate degradation///rn01120: Microbial metabolism in diverse environments,gallate decarboxylase subunit C [EC:4.1.1.59]///gallate decarboxylase subunit B///gallate decarboxylase subunit D,,,
R03249,,5-Amino-2-oxopentanoic acid <=> 1-Pyrroline-2-carboxylate + H2O,C01110 <=> C03564 + C00001,,,,non-enzymatic,RC00890  C01110_C03564,rn00330: Arginine and proline metabolism///rn00470: D-Amino acid metabolism,,,,
R03250,,5-Amino-2-oxopentanoic acid + Urea <=> 5-Guanidino-2-oxopentanoate + H2O,C01110 + C00086 <=> C03771 + C00001,,,,unclear reaction,RC00024  C01110_C03771///RC00329  C00086_C03771,rn00470: D-Amino acid metabolism///rn01100: Metabolic pathways,,,,
R03251,"7,8-dihydro-7,8-dihydroxykynurenate:NAD+ oxidoreductase","7,8-Dihydro-7,8-dihydroxykynurenate + NAD+ <=> 7,8-Dihydroxykynurenate + NADH + H+",C01249 + C00003 <=> C01111 + C00004 + C00080,1.3.1.18,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.3  Acting on the CH-CH group of donors///   1.3.1  With NAD+ or NADP+ as acceptor///    1.3.1.18///     R03251  7,8-Dihydro-7,8-dihydroxykynurenate + NAD+ <=> 7,8-Dihydroxykynurenate + NADH + H+",22251,,RC00001  C00003_C00004///RC00891  C01111_C01249,rn00380: Tryptophan metabolism,,,,
R03253,"7,8-dihydroxykynurenate:oxygen 8,8a-oxidoreductase (decyclizing)","7,8-Dihydroxykynurenate + Oxygen <=> 5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate",C01111 + C00007 <=> C05641,1.13.11.10,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.13  Acting on single donors with incorporation of molecular oxygen (oxygenases)///   1.13.11  With incorporation of two atoms of oxygen///    1.13.11.10///     R03253  7,8-Dihydroxykynurenate + Oxygen <=> 5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate",23403,,RC00892  C01111_C05641,rn00380: Tryptophan metabolism,,,,
R03254,"phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming);///2-dehydro-3-deoxy-D-octonate-8-phosphate D-arabinose-5-phosphate-lyase (pyruvate-phosphorylating)",3-Deoxy-D-manno-octulosonate 8-phosphate + Orthophosphate <=> Phosphoenolpyruvate + D-Arabinose 5-phosphate + H2O,C04478 + C00009 <=> C00074 + C01112 + C00001,2.5.1.55,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.5  Transferring alkyl or aryl groups, other than methyl groups///   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)///    2.5.1.55///     R03254  3-Deoxy-D-manno-octulosonate 8-phosphate + Orthophosphate <=> Phosphoenolpyruvate + D-Arabinose 5-phosphate + H2O",14056,KdsA,RC00435  C01112_C04478,rn00540: Lipopolysaccharide biosynthesis///rn01100: Metabolic pathways///rn01250: Biosynthesis of nucleotide sugars,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55],CMP-KDO biosynthesis,,
R03255,6-phospho-beta-D-galactoside 6-phosphogalactohydrolase,6-Phospho-beta-D-galactoside + H2O <=> Alcohol + D-Galactose 6-phosphate,C03847 + C00001 <=> C00069 + C01113,3.2.1.85,"Enzymatic reactions [BR:br08201]/// 3. Hydrolase reactions///  3.2  Glycosylases///   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds///    3.2.1.85///     R03255  6-Phospho-beta-D-galactoside + H2O <=> Alcohol + D-Galactose 6-phosphate///IUBMB reaction hierarchy [BR:br08202]/// 3. Hydrolase reactions///  3.2.1.85///   R03255  6-Phospho-beta-D-galactoside <=> Alcohol",24571,,RC00529  C00069_C03847///RC00530  C01113_C03847,,,,,
R03256,lactose 6-phosphate 6-phosphogalactohydrolase,Lactose 6'-phosphate + H2O <=> beta-D-Glucose + D-Galactose 6-phosphate,C05396 + C00001 <=> C00221 + C01113,3.2.1.85,"Enzymatic reactions [BR:br08201]/// 3. Hydrolase reactions///  3.2  Glycosylases///   3.2.1  Glycosidases, i.e. enzymes that hydrolyse O- and S-glycosyl compounds///    3.2.1.85///     R03256  Lactose 6'-phosphate + H2O <=> beta-D-Glucose + D-Galactose 6-phosphate///IUBMB reaction hierarchy [BR:br08202]/// 3. Hydrolase reactions///  3.2.1.85///   R03255  6-Phospho-beta-D-galactoside <=> Alcohol///    R03256  Lactose 6'-phosphate <=> beta-D-Glucose",42407,,RC00049  C00221_C05396  C01113_C05396,rn00052: Galactose metabolism///rn01100: Metabolic pathways,6-phospho-beta-galactosidase [EC:3.2.1.85],,Same as: R06110,
R03257,,"L-Galactono-1,4-lactone + Acceptor <=> D-Galacturonolactone + Reduced acceptor",C01115 + C00028 <=> C06430 + C00030,,,,oxidoreduction,RC00099  C01115_C06430,,,,,
R03258,ATP:nucleoside-5'-phosphate pyrophosphotransferase,ATP + Nucleoside 5'-phosphate <=> AMP + 5'-Phosphonucleoside 3'-diphosphate,C00002 + C01117 <=> C00020 + C04292,2.7.6.4,Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.7  Transferring phosphorus-containing groups///   2.7.6  Diphosphotransferases///    2.7.6.4///     R03258  ATP + Nucleoside 5'-phosphate <=> AMP + 5'-Phosphonucleoside 3'-diphosphate,12716,,RC00002  C00002_C00020///RC00078  C01117_C04292,,,,,
R03259,"3',5'-cyclic-nucleotide 5'-nucleotidohydrolase","3',5'-Cyclic nucleotide + H2O <=> Nucleoside 5'-phosphate",C04212 + C00001 <=> C01117,3.1.4.17,"Enzymatic reactions [BR:br08201]/// 3. Hydrolase reactions///  3.1  Acting on ester bonds///   3.1.4  Phosphoric-diester hydrolases///    3.1.4.17///     R03259  3',5'-Cyclic nucleotide + H2O <=> Nucleoside 5'-phosphate///IUBMB reaction hierarchy [BR:br08202]/// 3. Hydrolase reactions///  3.1.4.17///   R03259  3',5'-Cyclic nucleotide <=> Nucleoside 5'-phosphate",14656,,RC00296  C01117_C04212,,,,,
R03260,O-succinyl-L-homoserine succinate-lyase (adding cysteine),O-Succinyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Succinate,C01118 + C00097 <=> C02291 + C00042,2.5.1.48,"Enzymatic reactions [BR:br08201]/// 2. Transferase reactions///  2.5  Transferring alkyl or aryl groups, other than methyl groups///   2.5.1  Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)///    2.5.1.48///     R03260  O-Succinyl-L-homoserine + L-Cysteine <=> L-Cystathionine + Succinate",20400,,RC00020  C00042_C01118///RC00069  C00097_C02291///RC02866  C01118_C02291,rn00270: Cysteine and methionine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01230: Biosynthesis of amino acids,cystathionine gamma-synthase [EC:2.5.1.48],"Methionine biosynthesis, aspartate => homoserine => methionine",,
R03261,(-)-trans-isopiperitenol:NAD+ oxidoreductase,(-)-trans-Isopiperitenol + NAD+ <=> (-)-Isopiperitenone + NADH + H+,C01123 + C00003 <=> C02485 + C00004 + C00080,1.1.1.223,Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.1  Acting on the CH-OH group of donors///   1.1.1  With NAD+ or NADP+ as acceptor///    1.1.1.223///     R03261  (-)-trans-Isopiperitenol + NAD+ <=> (-)-Isopiperitenone + NADH + H+,20863,,RC00001  C00003_C00004///RC00206  C01123_C02485,rn00902: Monoterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites,isopiperitenol dehydrogenase [EC:1.1.1.223],,,
R03262,"corticosterone,reduced-adrenal-ferredoxin:oxygen oxidoreductase (18-hydroxylating)",Corticosterone + 2 Reduced adrenal ferredoxin + Oxygen + 2 H+ <=> 18-Hydroxycorticosterone + 2 Oxidized adrenal ferredoxin + H2O,C02140 + 2 C00662 + C00007 + 2 C00080 <=> C01124 + 2 C00667 + C00001,1.14.15.4///1.14.15.5,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.15  With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen into the other donor///    1.14.15.4///     R03262  Corticosterone + 2 Reduced adrenal ferredoxin + Oxygen + 2 H+ <=> 18-Hydroxycorticosterone + 2 Oxidized adrenal ferredoxin + H2O///    1.14.15.5///     R03262  Corticosterone + 2 Reduced adrenal ferredoxin + Oxygen + 2 H+ <=> 18-Hydroxycorticosterone + 2 Oxidized adrenal ferredoxin + H2O",11875,,RC00257  C01124_C02140,rn00140: Steroid hormone biosynthesis///rn01100: Metabolic pathways,steroid 11beta-monooxygenase / corticosterone 18-monooxygenase [EC:1.14.15.4 1.14.15.5],"C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone",,
R03263,,18-Hydroxycorticosterone + Reduced adrenal ferredoxin + Oxygen <=> Aldosterone + Oxidized adrenal ferredoxin + 2 H2O,C01124 + C00662 + C00007 <=> C01780 + C00667 + 2 C00001,1.14.15.4///1.14.15.5,"Enzymatic reactions [BR:br08201]/// 1. Oxidoreductase reactions///  1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen///   1.14.15  With reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen into the other donor///    1.14.15.4///     R03263  18-Hydroxycorticosterone + Reduced adrenal ferredoxin + Oxygen <=> Aldosterone + Oxidized adrenal ferredoxin + 2 H2O///    1.14.15.5///     R03263  18-Hydroxycorticosterone + Reduced adrenal ferredoxin + Oxygen <=> Aldosterone + Oxidized adrenal ferredoxin + 2 H2O",50795,,RC00893  C01124_C01780,rn00140: Steroid hormone biosynthesis///rn01100: Metabolic pathways,steroid 11beta-monooxygenase / corticosterone 18-monooxygenase [EC:1.14.15.4 1.14.15.5],"C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone",,1  [PMID:21598279]
